ProbeID,GeneSymbol,EntrezID,logFC,AveExpr,t,PValue,adjPVal,B,ProbeID1,logFC1,AveExpr1,t1,PValue1,adjPVal1
48808_at,DHFR,1719,0.291304666,4.154768289,2.942270311,0.00466399,0.344805223,-2.089401269,48808_at,0.039084758,4.154768289,0.331974487,0.74112049,0.999925658
213592_at,APLNR,187,0.94292268,7.571495295,2.941989965,0.004667662,0.344805223,-2.090010439,213592_at,0.40472653,7.571495295,1.088465988,0.280948966,0.999925658
205948_at,PTPRT,11122,-0.528664419,3.638147704,-2.938308294,0.004716132,0.347611914,-2.098006666,205948_at,-0.202308691,3.638147704,-0.968372537,0.336930397,0.999925658
215303_at,DCLK1,9201,-1.055573037,4.717482669,-2.937587349,0.004725678,0.347611914,-2.099571667,215303_at,0.11825587,4.717482669,0.286095241,0.775837561,0.999925658
244614_at,TFG,10342,0.184121053,2.425825676,2.937337525,0.004728991,0.347611914,-2.100113913,244614_at,-0.019126912,2.425825676,-0.253433602,0.800840784,0.999925658
238554_at,CYB5B,80777,-0.457750199,3.926940787,-2.936004223,0.004746703,0.347980784,-2.103007315,238554_at,0.015333851,3.926940787,0.083345642,0.933867362,0.999925658
225817_at,CGNL1,84952,0.53713646,4.518326233,2.935211163,0.004757268,0.347980784,-2.1047279,225817_at,0.271583334,4.518326233,1.285475329,0.203800358,0.999925658
239848_at,EIF3M,10480,-0.289975518,3.51579758,-2.935203755,0.004757367,0.347980784,-2.104743972,239848_at,0.029392376,3.51579758,0.253253597,0.80097919,0.999925658
229734_at,MIR4697HG,283174,-0.537020994,4.045665607,-2.933797649,0.004776153,0.348784053,-2.107793785,229734_at,0.041395489,4.045665607,0.192013215,0.848411091,0.999925658
227365_at,ATCAY,85300,-0.626035474,6.617861993,-2.931364026,0.00480883,0.350597433,-2.113069844,227365_at,-0.154037736,6.617861993,-0.612171749,0.542847177,0.999925658
210094_s_at,PARD3,56288,0.161783816,3.073894873,2.929796296,0.00482999,0.350762465,-2.116467032,210094_s_at,0.046955553,3.073894873,0.731349429,0.467547811,0.999925658
222005_s_at,GNG3,2785,-0.939118823,7.0656771,-2.929617199,0.004832413,0.350762465,-2.116855045,222005_s_at,0.011807605,7.0656771,0.030516826,0.97576098,0.999925658
210273_at,PCDH7,5099,-0.426977311,3.736545187,-2.927565217,0.004860252,0.350762465,-2.121299465,210273_at,-0.05940717,3.736545187,-0.344567299,0.731681876,0.999925658
214874_at,PKP4,8502,-0.740181416,4.224467951,-2.926543611,0.004874168,0.350762465,-2.123511363,214874_at,-0.112539139,4.224467951,-0.376301262,0.70808349,0.999925658
211742_s_at,EVI2B,2124,0.605382979,3.907526169,2.922977531,0.004923033,0.350762465,-2.131228098,211742_s_at,0.238152765,3.907526169,1.002078315,0.320521202,0.999925658
235591_at,SSTR1,6751,-0.412827703,3.129899687,-2.922194716,0.00493382,0.350762465,-2.132921166,235591_at,-0.022363125,3.129899687,-0.134900967,0.893163197,0.999925658
210840_s_at,IQGAP1,8826,0.403354436,4.326463935,2.921955043,0.004937127,0.350762465,-2.133439466,210840_s_at,0.048210479,4.326463935,0.297086859,0.767475133,0.999925658
224209_s_at,GDA,9615,-1.312862778,6.685557431,-2.921639698,0.004941482,0.350762465,-2.134121363,224209_s_at,0.041371207,6.685557431,0.078612501,0.937614887,0.999925658
214958_s_at,TMC6,11322,0.32375524,3.065246575,2.921014545,0.004950125,0.350762465,-2.135473032,214958_s_at,0.071775185,3.065246575,0.533851768,0.595510305,0.999925658
242472_x_at,FNBP4,23360,0.147215053,2.537419636,2.920959693,0.004950884,0.350762465,-2.135591621,242472_x_at,0.052594073,2.537419636,0.899244642,0.372288002,0.999925658
228596_at,ARHGEF34P /// ARHGEF5,7984 /// 728377,0.152082742,2.053437665,2.920825434,0.004952742,0.350762465,-2.135881878,228596_at,0.018556964,2.053437665,0.294745722,0.769253981,0.999925658
219525_at,SLC47A1,55244,0.331901797,2.716037885,2.920088556,0.004962953,0.350762465,-2.137474777,219525_at,0.251741176,2.716037885,1.991802001,0.051168918,0.999925658
223611_s_at,LNX1,84708,-1.049235119,5.401889136,-2.919706336,0.004968257,0.350762465,-2.138300907,223611_s_at,-0.141674256,5.401889136,-0.341241348,0.734170778,0.999925658
221766_s_at,FAM46A,55603,0.290988382,3.005628118,2.919410424,0.004972366,0.350762465,-2.138940437,221766_s_at,0.205974958,3.005628118,1.834051362,0.071843735,0.999925658
201645_at,TNC,3371,0.830793989,3.603936942,2.919054768,0.00497731,0.350762465,-2.139709029,201645_at,0.27438435,3.603936942,0.798511503,0.427872833,0.999925658
236205_at,ABCC6P1,653190,0.154609636,2.194947498,2.917440608,0.004999805,0.350762465,-2.143196482,236205_at,0.043904053,2.194947498,0.705855225,0.483139783,0.999925658
217865_at,RNF130,55819,0.721348713,7.354252578,2.916356402,0.005014968,0.350762465,-2.145538189,217865_at,0.010295572,7.354252578,0.035706585,0.971640491,0.999925658
244118_at,GABRA1,2554,-1.227367786,6.016288145,-2.916048494,0.005019282,0.350762465,-2.146203107,244118_at,0.068589648,6.016288145,0.142011303,0.887569502,0.999925658
230454_at,ICA1L,130026,-0.378152508,6.510901645,-2.914869996,0.005035824,0.350762465,-2.148747584,230454_at,-0.059643806,6.510901645,-0.395290469,0.694097154,0.999925658
200811_at,CIRBP,1153,-0.860577838,7.746774844,-2.914839131,0.005036258,0.350762465,-2.148814214,200811_at,-0.216447605,7.746774844,-0.605054838,0.547532729,0.999925658
212117_at,RHOQ,23433,0.491909491,5.960253291,2.914761286,0.005037353,0.350762465,-2.148982262,212117_at,0.279259241,5.960253291,1.451696817,0.152042487,0.999925658
205573_s_at,SNX7,51375,0.401760213,4.81471512,2.914723275,0.005037888,0.350762465,-2.149064317,205573_s_at,0.330188646,4.81471512,2.099688495,0.040173547,0.999925658
211379_x_at,B3GALNT1,8706,-0.49693013,3.223603253,-2.914723268,0.005037888,0.350762465,-2.14906433,211379_x_at,0.040090186,3.223603253,0.203466656,0.839491562,0.999925658
200626_s_at,MATR3,9782,-0.360598971,9.325485789,-2.91445369,0.00504168,0.350762465,-2.149646251,200626_s_at,-0.0500024,9.325485789,-0.352075415,0.726074023,0.999925658
242557_at,ZNRD1-AS1,80862,0.209526144,2.569223355,2.91368205,0.005052551,0.350762465,-2.151311727,242557_at,-0.006601077,2.569223355,-0.07743685,0.938545947,0.999925658
206215_at,OPCML,4978,-0.268653846,3.474582613,-2.912870005,0.005064014,0.350762465,-2.153064075,206215_at,-0.045258409,3.474582613,-0.421534446,0.674942942,0.999925658
205090_s_at,NAGPA,51172,-0.550387079,4.517170391,-2.912071123,0.005075315,0.350762465,-2.154787683,205090_s_at,0.023547568,4.517170391,0.105325564,0.916485528,0.999925658
213839_at,CLMN,79789,0.634854124,5.995838458,2.911792729,0.005079259,0.350762465,-2.155388248,213839_at,0.33237974,5.995838458,1.305782424,0.196847732,0.999925658
226177_at,GLTP,51228,0.55744469,7.108915927,2.911014378,0.0050903,0.350762465,-2.157067127,226177_at,0.18175159,7.108915927,0.794501902,0.430183553,0.999925658
223343_at,MS4A7,58475,0.608359168,3.611226147,2.910588647,0.005096349,0.350762465,-2.15798528,223343_at,0.131483391,3.611226147,0.555122014,0.580973159,0.999925658
217985_s_at,BAZ1A,11177,0.367381221,3.357397002,2.90982792,0.005107173,0.350762465,-2.159625669,217985_s_at,0.090006142,3.357397002,0.582282273,0.56266209,0.999925658
232410_at,---,---,0.218260434,2.161043671,2.909350515,0.005113977,0.350762465,-2.160654963,232410_at,-0.032597115,2.161043671,-0.370208619,0.712592755,0.999925658
230242_at,NFASC,23114,0.293317114,3.502048598,2.909183915,0.005116353,0.350762465,-2.161014129,230242_at,-0.021443789,3.502048598,-0.188732904,0.850969408,0.999925658
212561_at,DENND5A,23258,0.367275822,8.638248833,2.909130379,0.005117117,0.350762465,-2.161129543,212561_at,0.08894206,8.638248833,0.61309436,0.542241263,0.999925658
213200_at,SYP,6855,-0.648928548,5.434678533,-2.907786022,0.005136333,0.350762465,-2.164027208,213200_at,-0.051342304,5.434678533,-0.194357015,0.846584161,0.999925658
227862_at,TRNP1,388610,-0.55703798,5.655541695,-2.907231104,0.005144284,0.350762465,-2.16522302,227862_at,-0.230976092,5.655541695,-1.045740093,0.300074985,0.999925658
204977_at,DDX10,1662,-0.266867574,3.365938198,-2.905968579,0.005162417,0.350762465,-2.167943076,204977_at,-0.013316402,3.365938198,-0.123366073,0.902249176,0.999925658
205721_at,GFRA2,2675,-0.324897529,3.275298549,-2.90578648,0.005165037,0.350762465,-2.168335332,205721_at,-0.018226937,3.275298549,-0.134877254,0.893181861,0.999925658
200704_at,LITAF,9516,0.649441651,7.602049833,2.905711958,0.00516611,0.350762465,-2.168495853,200704_at,-0.073889874,7.602049833,-0.273619915,0.785361166,0.999925658
212856_at,GRAMD4,23151,-0.2011635,3.45895334,-2.903123735,0.005203493,0.350762465,-2.174069116,212856_at,-0.057055065,3.45895334,-0.710157978,0.4804881,0.999925658
218285_s_at,BDH2,56898,0.473708401,5.213550615,2.902945993,0.00520607,0.350762465,-2.174451721,218285_s_at,0.234601096,5.213550615,1.243547526,0.218732751,0.999925658
209389_x_at,DBI,1622,0.388346624,8.79930746,2.902479704,0.005212834,0.350762465,-2.175455372,209389_x_at,0.207278239,8.79930746,1.344553047,0.184071176,0.999925658
226022_at,SASH1,23328,0.388477724,7.892700607,2.902452631,0.005213227,0.350762465,-2.175513642,226022_at,0.2428849,7.892700607,1.598025448,0.115540856,0.999925658
209160_at,AKR1C3,8644,0.571201773,3.500748958,2.899952342,0.005249642,0.350762465,-2.180893342,209160_at,0.429147333,3.500748958,1.909107251,0.061263173,0.999925658
202961_s_at,ATP5J2,9551,-0.414574312,7.748253242,-2.899893772,0.005250497,0.350762465,-2.181019323,202961_s_at,0.033386011,7.748253242,0.193642274,0.847141193,0.999925658
238616_at,QDPR,5860,0.280150652,2.808806398,2.899570132,0.005255229,0.350762465,-2.181715428,238616_at,0.030367163,2.808806398,0.26440551,0.792416723,0.999925658
231397_at,PLPPR5,163404,-0.513126349,2.916987664,-2.899062178,0.005262663,0.350762465,-2.182807855,231397_at,0.068042742,2.916987664,0.329505653,0.74297569,0.999925658
222920_s_at,TESPA1,9840,-0.703544622,2.76100082,-2.899035745,0.00526305,0.350762465,-2.182864701,222920_s_at,-0.131462382,2.76100082,-0.470818298,0.639558948,0.999925658
212446_s_at,CERS6,253782,-0.535403748,5.810932669,-2.89857205,0.005269845,0.350762465,-2.183861819,212446_s_at,-0.016272442,5.810932669,-0.076992026,0.938898249,0.999925658
238600_at,JAKMIP1,152789,-0.864998256,5.979005407,-2.898057003,0.005277402,0.350762465,-2.184969231,238600_at,0.113401887,5.979005407,0.323249562,0.74768366,0.999925658
203110_at,PTK2B,2185,-0.890801309,5.911968873,-2.89798201,0.005278503,0.350762465,-2.185130463,203110_at,-0.185717952,5.911968873,-0.516287133,0.607641766,0.999925658
229156_s_at,PRKAG2-AS1,100505483,-0.758068647,4.770216396,-2.897296715,0.005288576,0.350762465,-2.186603684,229156_s_at,0.090427164,4.770216396,0.297771555,0.766955123,0.999925658
244669_at,SNHG5 /// SNORD50A /// SNORD50B,26799 /// 387066 /// 692088,0.384434946,3.60513176,2.896622507,0.005298503,0.350762465,-2.18805283,244669_at,0.052370162,3.60513176,0.333841669,0.739718424,0.999925658
223741_s_at,TTYH2,94015,0.459837156,8.104001827,2.896177952,0.005305058,0.350762465,-2.189008229,223741_s_at,0.067374967,8.104001827,0.357622033,0.72194086,0.999925658
212419_at,ZCCHC24,219654,0.617741016,8.974269905,2.89583877,0.005310065,0.350762465,-2.189737099,212419_at,-0.047596161,8.974269905,-0.194415927,0.846538252,0.999925658
228747_at,SEC61A2,55176,-0.325396792,3.430480827,-2.89545562,0.005315725,0.350762465,-2.190560381,228747_at,-0.016031705,3.430480827,-0.111514444,0.911598343,0.999925658
216264_s_at,LAMB2,3913,0.238017344,3.058635487,2.895241195,0.005318896,0.350762465,-2.191021086,216264_s_at,0.133942809,3.058635487,1.416806983,0.161956515,0.999925658
232160_s_at,TNIP2,79155,0.176669608,2.997649609,2.895152997,0.0053202,0.350762465,-2.191210579,232160_s_at,0.022617298,2.997649609,0.310980344,0.756944707,0.999925658
204529_s_at,TOX,9760,-0.45498912,3.686409805,-2.894095172,0.00533587,0.350762465,-2.193482978,204529_s_at,-0.013893287,3.686409805,-0.074909818,0.940547527,0.999925658
213990_s_at,PAK7,57144,-0.267546844,3.1195059,-2.894078692,0.005336114,0.350762465,-2.193518375,213990_s_at,0.004167561,3.1195059,0.038498258,0.969424314,0.999925658
225864_at,FAM84B,157638,0.638834539,4.698579278,2.893067517,0.005351133,0.350762465,-2.195690002,225864_at,0.405872772,4.698579278,1.584730181,0.118534777,0.999925658
219572_at,CADPS2,93664,-0.733020914,4.354763155,-2.893011764,0.005351963,0.350762465,-2.195809722,219572_at,-0.209788591,4.354763155,-0.710130594,0.48050495,0.999925658
224874_at,POLR1D,51082,-0.511861562,5.216419827,-2.892444723,0.005360403,0.350762465,-2.197027264,224874_at,0.030083521,5.216419827,0.143220642,0.886618679,0.999925658
240720_at,---,---,-0.16180034,2.457078304,-2.891696717,0.005371557,0.350762465,-2.198633112,240720_at,-0.178817731,2.457078304,-2.780270887,0.007337157,0.999925658
203897_at,LYRM1,57149,-0.461993683,5.769657213,-2.891310913,0.005377318,0.350762465,-2.199461256,203897_at,0.006391995,5.769657213,0.035143554,0.972087482,0.999925658
205638_at,ADGRB3,577,-0.823260637,5.974051525,-2.89115654,0.005379624,0.350762465,-2.199792603,205638_at,0.010311482,5.974051525,0.030659276,0.97564787,0.999925658
238487_at,GNL1,2794,-0.179959179,3.038779551,-2.891089231,0.00538063,0.350762465,-2.19993707,238487_at,0.039725739,3.038779551,0.524977355,0.601625484,0.999925658
226758_at,LUC7L2,51631,-0.336884288,3.810390644,-2.890680655,0.005386741,0.350762465,-2.200813961,226758_at,-0.080868021,3.810390644,-0.603897673,0.548296506,0.999925658
218434_s_at,AACS,65985,-0.602057049,5.714762585,-2.890089122,0.0053956,0.350762465,-2.202083363,218434_s_at,-0.099746169,5.714762585,-0.416065857,0.678916935,0.999925658
202154_x_at,TUBB3,10381,-0.491553318,10.22396794,-2.889749788,0.005400687,0.350762465,-2.202811473,202154_x_at,-0.172118871,10.22396794,-0.839465849,0.404698726,0.999925658
238149_at,ZNF818P,390963,0.149383521,1.934309647,2.889507712,0.00540432,0.350762465,-2.20333086,238149_at,0.025358299,1.934309647,0.425284327,0.672223284,0.999925658
224594_x_at,ACTB,60,-0.206107843,12.4332572,-2.889423922,0.005405577,0.350762465,-2.20351063,224594_x_at,-0.035970504,12.4332572,-0.421729703,0.674801221,0.999925658
222687_s_at,ACER3,55331,0.518298361,5.200018664,2.888998369,0.00541197,0.350762465,-2.204423583,222687_s_at,0.287013107,5.200018664,1.399978128,0.166914155,0.999925658
213280_at,RAP1GAP2,23108,-0.680625467,5.409300396,-2.888336006,0.005421933,0.350762465,-2.205844384,213280_at,-0.010169867,5.409300396,-0.03704703,0.970576346,0.999925658
226280_at,BNIP2,663,0.3990784,4.969255805,2.887597354,0.005433063,0.350762465,-2.207428555,226280_at,0.291098663,4.969255805,1.884962852,0.0645123,0.999925658
202461_at,EIF2B2,8892,0.287376689,4.622124175,2.887590922,0.00543316,0.350762465,-2.207442348,202461_at,0.222241029,4.622124175,1.949311516,0.056161575,0.999925658
225677_at,BCAP29,55973,-0.660172208,5.094457989,-2.887537886,0.00543396,0.350762465,-2.207556081,225677_at,-0.031805452,5.094457989,-0.117479195,0.90689139,0.999925658
206373_at,ZIC1,7545,1.106287019,6.552424895,2.887197254,0.005439101,0.350762465,-2.20828652,206373_at,0.897238696,6.552424895,2.049318509,0.045021538,0.999925658
240067_at,---,---,-0.337174111,3.985518316,-2.886043211,0.005456552,0.350762465,-2.210760753,240067_at,-0.06219379,3.985518316,-0.449771711,0.654572911,0.999925658
203018_s_at,SSX2IP,117178,-0.703861464,4.214792189,-2.885971572,0.005457637,0.350762465,-2.210914322,203018_s_at,-0.052250575,4.214792189,-0.183840653,0.854787864,0.999925658
207275_s_at,ACSL1,2180,0.738514689,5.78464088,2.885533655,0.005464273,0.350762465,-2.211853003,207275_s_at,0.037943736,5.78464088,0.124295413,0.901516636,0.999925658
232795_at,---,---,0.385210709,4.016609265,2.885486913,0.005464982,0.350762465,-2.211953189,232795_at,0.180159295,4.016609265,1.238903001,0.220435288,0.999925658
205174_s_at,QPCT,25797,-0.473506023,3.524254618,-2.884401882,0.00548146,0.350762465,-2.214278504,205174_s_at,-0.161954167,3.524254618,-0.887553116,0.378493657,0.999925658
229419_at,FBXW7,55294,-0.995076803,6.477467138,-2.884369353,0.005481955,0.350762465,-2.214348207,229419_at,0.023812886,6.477467138,0.058660398,0.953426816,0.999925658
244247_at,---,---,0.166644583,1.996407513,2.884238188,0.00548395,0.350762465,-2.214629261,244247_at,0.117279089,1.996407513,1.758280601,0.084042769,0.999925658
217518_at,MYOF,26509,0.154511711,2.332592036,2.884052872,0.00548677,0.350762465,-2.215026331,217518_at,0.079727517,2.332592036,1.296756779,0.199915562,0.999925658
235251_at,---,---,-0.433814514,4.295602729,-2.883276246,0.005498603,0.350762465,-2.216690183,235251_at,0.060437179,4.295602729,0.339521424,0.735458973,0.999925658
244446_at,SMAD1-AS2,101927659,0.136798298,1.900960285,2.883069542,0.005501756,0.350762465,-2.217132974,244446_at,0.004321506,1.900960285,0.076591021,0.939215857,0.999925658
213467_at,RND2,8153,0.41352038,4.721499856,2.882408297,0.005511855,0.350905742,-2.218549311,213467_at,0.204338428,4.721499856,1.232800907,0.222686924,0.999925658
202549_at,VAPB,9217,0.148983827,2.652418784,2.87988293,0.005550582,0.3516012,-2.223956331,202549_at,0.119702048,2.652418784,2.026115074,0.047420127,0.999925658
226245_at,KCTD1,284252,-0.851593272,6.048047122,-2.879592698,0.005555049,0.3516012,-2.224577525,226245_at,0.05901084,6.048047122,0.173145009,0.863147976,0.999925658
212564_at,KCTD2,23510,-0.355932322,3.272748416,-2.879021543,0.005563849,0.3516012,-2.225799862,212564_at,-0.192507661,3.272748416,-1.282687798,0.204768884,0.999925658
212555_at,PRKAR1B,5575,-0.512395713,4.825828871,-2.878624693,0.005569972,0.3516012,-2.226649064,212555_at,-0.029477408,4.825828871,-0.140134451,0.889045473,0.999925658
210588_x_at,HNRNPH3,3189,0.447441066,7.439554171,2.878251255,0.005575738,0.3516012,-2.227448092,210588_x_at,0.093487097,7.439554171,0.51203065,0.610598567,0.999925658
230551_at,KSR2,283455,-0.843104396,5.738382345,-2.877881204,0.005581458,0.3516012,-2.2282398,230551_at,0.104138726,5.738382345,0.302215431,0.763582732,0.999925658
222396_at,HN1,51155,-0.64138954,5.266003985,-2.877815963,0.005582467,0.3516012,-2.228379372,222396_at,-0.012384869,5.266003985,-0.046815326,0.962823291,0.999925658
210564_x_at,CFLAR,8837,0.199116859,3.298097945,2.876449997,0.005603631,0.3516012,-2.231301125,210564_x_at,-0.025856275,3.298097945,-0.319947169,0.750172762,0.999925658
212471_at,AVL9,23080,-0.150597648,3.015194175,-2.876197207,0.005607556,0.3516012,-2.231841723,212471_at,-0.141217521,3.015194175,-2.479914297,0.016105695,0.999925658
217992_s_at,EFHD2,79180,-0.726584231,6.131032469,-2.87598059,0.005610921,0.3516012,-2.232304941,217992_s_at,-0.112601932,6.131032469,-0.379160065,0.705971247,0.999925658
235076_at,CALCOCO2,10241,0.21013588,3.415872233,2.875231199,0.005622578,0.3516012,-2.233907255,235076_at,0.149368074,3.415872233,1.822275424,0.073635871,0.999925658
231741_at,S1PR3,1903,0.119990943,2.255117055,2.874501246,0.005633953,0.3516012,-2.235467724,231741_at,0.058730941,2.255117055,1.220412807,0.227309937,0.999925658
209015_s_at,DNAJB6,10049,0.437976152,3.66512432,2.874242439,0.005637992,0.3516012,-2.236020924,209015_s_at,0.27865581,3.66512432,1.56768292,0.122464597,0.999925658
202133_at,WWTR1,25937,0.736093534,5.519276476,2.873606737,0.005647923,0.3516012,-2.237379589,202133_at,0.338100665,5.519276476,1.124927495,0.265312557,0.999925658
229649_at,NRXN3,9369,-0.77453937,7.332348087,-2.873085121,0.005656083,0.3516012,-2.238494262,229649_at,-0.046384208,7.332348087,-0.14395817,0.886038892,0.999925658
212922_s_at,SMYD2,56950,-0.846482526,5.172180671,-2.872764348,0.005661107,0.3516012,-2.23917967,212922_s_at,0.102751762,5.172180671,0.297358318,0.767268953,0.999925658
228581_at,KCNJ10,3766,0.63147363,7.655162651,2.871745609,0.00567709,0.3516012,-2.241356086,228581_at,0.233014056,7.655162651,0.907748451,0.367815227,0.999925658
213199_at,C2CD3,26005,-0.168628869,3.505597716,-2.871141723,0.005686584,0.3516012,-2.242645958,213199_at,-0.07612597,3.505597716,-1.134044446,0.261500779,0.999925658
212445_s_at,NEDD4L,23327,-0.205452664,2.720220642,-2.870512238,0.005696496,0.3516012,-2.243990302,212445_s_at,-0.086069604,2.720220642,-1.028284116,0.308139826,0.999925658
212978_at,LRRC8B,23507,-0.620948573,5.050219887,-2.869076078,0.00571917,0.3516012,-2.247056618,212978_at,-0.094931777,5.050219887,-0.374125833,0.709692365,0.999925658
235308_at,ZBTB20,26137,0.658892339,7.465830364,2.868940519,0.005721314,0.3516012,-2.247345992,235308_at,0.222212163,7.465830364,0.853597895,0.396884206,0.999925658
240064_at,---,---,0.179972766,2.511418098,2.868935125,0.0057214,0.3516012,-2.247357506,240064_at,0.069473505,2.511418098,0.948676425,0.346771496,0.999925658
210227_at,DLGAP2,9228,-0.597659612,3.596023582,-2.86854113,0.005727637,0.3516012,-2.248198496,210227_at,-0.000918151,3.596023582,-0.003764781,0.99700923,0.999925658
228640_at,PCDH7,5099,-1.216954946,7.324654073,-2.867708367,0.00574084,0.3516012,-2.249975773,228640_at,0.063536446,7.324654073,0.126580961,0.89971545,0.999925658
212159_x_at,AP2A2,161,-0.555870087,6.274932605,-2.867428549,0.005745283,0.3516012,-2.250572876,212159_x_at,-0.084104422,6.274932605,-0.357536272,0.722004703,0.999925658
225474_at,MAGI1,9223,-0.454084949,4.620569071,-2.866842119,0.005754605,0.3516012,-2.251824125,225474_at,0.090771852,4.620569071,0.494946227,0.622531744,0.999925658
212448_at,NEDD4L,23327,-0.55237144,4.842560709,-2.86643316,0.005761114,0.3516012,-2.252696599,212448_at,0.056243103,4.842560709,0.247696791,0.80525497,0.999925658
231807_at,KIAA1217,56243,-0.489434056,4.332060811,-2.866315067,0.005762995,0.3516012,-2.252948524,231807_at,-0.124464331,4.332060811,-0.630475887,0.530891227,0.999925658
205361_s_at,PFDN4,5203,-0.521673076,6.580069095,-2.866217138,0.005764555,0.3516012,-2.253157427,205361_s_at,-0.027407729,6.580069095,-0.130522701,0.896610309,0.999925658
204620_s_at,VCAN,1462,0.535706879,7.923859149,2.865658225,0.005773466,0.3516012,-2.254349606,204620_s_at,0.14758409,7.923859149,0.691866212,0.491816974,0.999925658
205234_at,SLC16A4,9122,0.294479017,3.028745315,2.865542402,0.005775315,0.3516012,-2.254596642,205234_at,0.082253372,3.028745315,0.68504425,0.496079485,0.999925658
210353_s_at,SLC6A2,6530,0.127906999,2.123879242,2.864640318,0.005789729,0.3516012,-2.256520411,210353_s_at,0.014123104,2.123879242,0.264660717,0.792221071,0.999925658
213998_s_at,DDX17,10521,0.581600604,3.257391484,2.864531095,0.005791476,0.3516012,-2.25675331,213998_s_at,0.285528867,3.257391484,1.198447339,0.235678968,0.999925658
203713_s_at,LLGL2,3993,0.191845582,3.148330553,2.863790232,0.005803343,0.3516012,-2.258332896,203713_s_at,0.069400822,3.148330553,0.899803264,0.371993124,0.999925658
239022_at,---,---,0.158498526,1.934387362,2.863759546,0.005803835,0.3516012,-2.258398316,239022_at,0.060929234,1.934387362,0.938683095,0.351835748,0.999925658
216178_x_at,ITGB1,3688,0.20046416,2.626358484,2.863446095,0.005808862,0.3516012,-2.25906653,216178_x_at,0.084877222,2.626358484,1.037584168,0.30382496,0.999925658
228658_at,MIAT,440823,-0.770584696,7.236840622,-2.863126317,0.005813996,0.3516012,-2.259748177,228658_at,-0.313705173,7.236840622,-1.004154771,0.319528134,0.999925658
209147_s_at,PLPP1,8611,0.421429711,6.09708874,2.862644822,0.005821733,0.3516012,-2.260774442,209147_s_at,0.118671469,6.09708874,0.696394403,0.488998838,0.999925658
212096_s_at,MTUS1,57509,0.439476506,9.237253898,2.861903575,0.005833663,0.351846229,-2.262354106,212096_s_at,0.048245222,9.237253898,0.272374746,0.786313561,0.999925658
202581_at,HSPA1A /// HSPA1B,3303 /// 3304,1.203568062,7.339711629,2.859881479,0.005866322,0.353339162,-2.266661887,202581_at,0.91503047,7.339711629,1.882522957,0.064848615,0.999925658
205105_at,MAN2A1,4124,0.700554669,4.525729856,2.859234882,0.005876801,0.353406822,-2.268038908,205105_at,0.390460819,4.525729856,1.370012318,0.176030503,0.999925658
225188_at,RAPH1,65059,-0.743177266,5.659602047,-2.858836821,0.00588326,0.353406822,-2.268886526,225188_at,0.122025392,5.659602047,0.406550085,0.685853826,0.999925658
205293_x_at,BAIAP2,10458,-0.71731114,4.018717631,-2.85784935,0.005899313,0.35389545,-2.270988851,205293_x_at,-0.004332217,4.018717631,-0.014655039,0.988358326,0.999925658
230781_at,LINC01088,100505875,0.943905364,4.156156035,2.856671588,0.005918513,0.354571265,-2.273495626,230781_at,0.176799199,4.156156035,0.451598672,0.6532638,0.999925658
239271_at,SMAD2,4087,0.195810746,2.753356493,2.856012087,0.005929289,0.354598636,-2.274899001,239271_at,0.023944555,2.753356493,0.296405068,0.767993044,0.999925658
224325_at,FZD8,8325,0.281734812,2.59974302,2.855672895,0.005934838,0.354598636,-2.275620688,224325_at,0.212033673,2.59974302,1.875767229,0.065787581,0.999925658
201792_at,AEBP1,165,0.600449959,4.449802627,2.854426458,0.005955272,0.355036901,-2.278272167,201792_at,0.327419778,4.449802627,1.358293377,0.179697625,0.999925658
209343_at,EFHD1,80303,0.625591418,8.67069098,2.853309923,0.005973631,0.355036901,-2.280646607,209343_at,0.002431219,8.67069098,0.009614974,0.992361896,0.999925658
223367_at,DNAJC30,84277,-0.33296673,3.94058444,-2.85275915,0.005982707,0.355036901,-2.281817646,223367_at,-0.083650482,3.94058444,-0.608237641,0.545434735,0.999925658
203881_s_at,DMD,1756,-0.506622394,5.823869187,-2.852727515,0.005983228,0.355036901,-2.281884903,203881_s_at,-0.124108682,5.823869187,-0.607799003,0.545723626,0.999925658
242141_at,HDAC2,3066,0.152858009,3.082026267,2.852545035,0.005986238,0.355036901,-2.282272847,242141_at,0.056266727,3.082026267,0.911107757,0.366057826,0.999925658
204712_at,WIF1,11197,-1.218030656,5.682023444,-2.852326926,0.005989838,0.355036901,-2.282736515,204712_at,-0.277456366,5.682023444,-0.552659424,0.582647464,0.999925658
201132_at,HNRNPH2 /// RPL36A-HNRNPH2,3188 /// 100529097,-0.525867024,8.224341391,-2.851821595,0.005998185,0.355060766,-2.283810678,201132_at,-0.071856234,8.224341391,-0.368068525,0.714179134,0.999925658
47553_at,DFNB31,25861,0.459118014,3.839190344,2.850964138,0.006012373,0.355148462,-2.285633028,47553_at,0.211167336,3.839190344,1.150033559,0.254909917,0.999925658
218868_at,ACTR3B,57180,-0.619918978,5.022453584,-2.850771838,0.00601556,0.355148462,-2.286041667,218868_at,-0.016668162,5.022453584,-0.067562274,0.946369422,0.999925658
242845_at,RUNX1T1,862,-0.185848963,2.76034802,-2.849313689,0.006039771,0.355296437,-2.289139616,242845_at,-0.130845124,2.76034802,-1.805923141,0.076186557,0.999925658
