"id","group","fc","log10_exp","log10_IGAP"
"CAMK2A","1",-1.22648617893951,2.00593888178826,0
"F2R","2",-1.07836452455298,0.361380098318607,0
"ERBB2","2",-1.02854340627526,1.24205377692081e-13,0
"PLCG2","2",1.08247500856207,0.272517804917032,0
"GNAS","2",-1.11053629391643,0.982916977327899,0
"PTK2B","1",-1.26160329128652,2.80697738658304,6
"PLCG1","2",1.07520403342765,0.550888522876725,0
"PPP3CA","1",-1.13758559846989,1.73533825674984,0
"PRKCA","2",-1.00266711424079,1.24205377692081e-13,0
"ERBB3","1",1.24842118757686,3.84584779269711,0
"PRKCB","1",-1.17691369106449,1.81098090217002,0
"PRKACB","1",-1.18893701233379,1.30141463129919,0
"PDGFRB","1",1.20977730257283,4.46348216333386,0
"ADRB2","2",1.04664300295323,0.069471961616146,0
"PRKACA","1",-1.22584323962517,3.31392103090934,0
"EGFR","2",1.10866431641301,0.509522130002421,0
"GNAL","1",-1.18270760426041,2.09992127258199,0
"ADCY5","2",-1.07479732296078,0.625957410838999,0
"ADCY6","2",-1.07367849480806,0.666445077207874,0
"TAC1","1",-1.6266904495538,3.49382869088043,0
"CCK","1",-1.37870691132344,2.60934436668495,0
"CYCS","2",-1.16253608120142,0.864072352740348,0
"TAC3","1",-1.54409928535812,4.00619964937251,0
"GUCY1A2","2",1.00906404432074,1.24205377692081e-13,0
"GRIA1","1",-1.21742963122289,1.75858573404119,0
"TRPM5","2",-1.00044177608692,1.24205377692081e-13,0
"GUCY1A3","2",-1.06136161057775,0.158536747613978,0
"ADCY10","2",1.07414032221003,0.110245335398536,0
"GUCY1B3","1",-1.28544379609047,2.23112387920337,0
"GRIA2","1",-1.19719113964504,1.83142298253439,0
"GNAZ","2",-1.10252763974141,0.904400184677969,0
"GNAI3","2",1.04913678586483,0.240231559189629,0
"GNAI2","2",1.01134796349379,1.24205377692081e-13,0
"CALM1","1",-1.1385176695933,1.86765524559698,0
"VDAC1","1",-1.25324297381959,2.10575524398249,0
"VDAC2","1",-1.17884291975862,1.81769162365642,0
"ATP2B1","1",-1.2001210563129,2.80279715236528,0
"TOMM40","1",-1.20986173699321,3.78068414947315,6
"P2RX3","2",1.00524281328613,1.24205377692081e-13,0
"P2RX1","1",1.22288007011019,1.76303218843158,0
"ADCY1","1",-1.28755993260095,4.40381838211546,0
"ATP2A1","2",-1.15047604251354,0.726431384276573,0
"TRPC1","1",-1.20668387968411,2.11617550478204,0
"CAMK2G","2",-1.05962085602538,0.411152983965155,0
"CHRM2","1",-1.24738535444815,1.58238133844987,0
"SLC25A4","1",-1.25100220733838,2.00995412385519,0
"DRD1","2",-1.21703028916685,0.547552555678691,0
"CYSLTR1","2",-1.12045383782806,0.759482696893158,0
"ERBB4","2",-1.12017532976487,0.891031810323637,0
"SLC8A2","1",-1.37530475064714,3.72576545955224,0
"ATP2B4","2",-1.06118207619293,0.286871100829628,0
"ATP2B2","1",-1.28815575457971,2.79470644555116,0
"ADCY2","2",-1.06331226019202,0.339611761458363,0
"ADCY7","1",-1.19648869382555,1.43228008366134,0
"ADCY9","2",-1.03677685513637,0.158536747613978,0
"ADRB3","2",-1.17388984934806,1.11845714763752,0
"PPP3CC","2",-1.02585068946237,0.0138215485364297,0
"PPID","1",-1.1230363106439,1.35399010104697,0
"PPP3R2","2",-1.02243811684741,1.24205377692081e-13,0
"ADCY8","2",1.03556921046808,0.082257156136996,0
"PDE1C","1",1.15537070855705,2.10803080988043,0
"P2RX2","1",-1.43505170698984,3.02993793960527,0
"P2RX6","1",-1.242406081442,2.3136597689068,0
"BST1","2",1.13130260802102,1.07846888203336,0
"P2RX4","2",-1.00750003194255,1.24205377692081e-13,0
"P2RX7","2",1.0982592650044,0.391106869058143,0
"P2RX5","1",-1.22862773057453,2.05652133313901,0
"CD38","1",-1.30349747183941,1.78239150677184,0
"CACNA1I","2",-1.07762753821888,0.388353393863966,0
"PLCD3","2",1.07709103611035,0.625277821477837,0
"CYSLTR2","2",1.15663219966453,0.460741131129345,0
"PTGER3","2",-1.16607857463971,0.607201205055847,0
"LTB4R2","1",-1.28017601246487,2.24232202339277,0
"CCKBR","1",-1.57209500515983,5.90265213969577,0
"PLN","2",1.07133654417978,0.048683634802727,0
"ADCY4","2",-1.02928570427709,0.00538759040771833,0
"PLCD1","2",1.03416281637202,0.0527458603815478,0
"SPHK2","2",-1.0722187287373,0.399437567448776,0
"SPHK1","2",1.11950434138025,0.424845293822166,0
"PDGFRA","2",1.06454914318067,0.158536747613978,0
"HRH2","1",-1.28463478965384,1.59607410741893,0
"HTR5A","1",-1.53983932953553,3.27446805284598,0
"HTR4","1",-1.21023450682298,1.75890121187472,0
"HTR7","2",-1.1859122301999,0.941114192387714,0
"ADORA2A","1",1.34938524327011,5.57064031328818,0
"ADRB1","2",-1.04347648640483,0.184997922515484,0
"DRD5","1",-1.36929630165938,2.33211706421593,0
"HTR6","1",-1.50851154856307,2.79981623886413,0
"ADORA2B","2",1.07119004773834,0.252062690004193,0
"TACR2","1",-1.39620273159747,6.64852023967176,0
"SLC25A31","2",-1.02438381919199,1.24205377692081e-13,0
"VDAC3","1",-1.17394851762313,1.30074012750957,0
"ATP2B3","1",-1.35568875673821,3.42562509238464,0
"SLC8A3","1",-1.19112828013045,1.38587546148106,0
"SLC8A1","1",-1.13771410411725,1.44892278538223,0
