"Entity.1","Entity.2","source","target"
"MAPK1","MAPK3",36,94
"MAPK1","STAT3",36,95
"MAPK1","SHC1",36,96
"MAPK1","GRB2",36,30
"MAPK1","GSK3B",36,99
"RAC1","VAV3",37,179
"RAC1","PLCB2",37,146
"RAC1","DOCK2",37,144
"RAC1","TIAM1",37,147
"RAC1","NCF1",37,173
"RAC1","VAV2",37,184
"RAC1","WAS",37,83
"RAC1","STAT1",37,89
"RAC1","VAV1",37,90
"RAC1","PAK1",37,93
"RAC1","PIK3R1",37,28
"RAC1","STAT3",37,95
